Nombre del Planeta,Estrella Huesped,Numero de Estrellas,Numero de Planetas,Metodo de Descubrimiento,Año de Descubrimiento,Periodo Orbital (Dias),Semieje Mayor (UA),Radio del Planeta (Radios Terrestres),MPX Sen(I)(Masas Terrestres),Excentricidad,Temperatura de Equilibrio,Tipo Espectral,Temperatura Estelar efectiva,Radio Estelar (Radios Solares),Masa Estelar (Masas Solares),Metalicidad Estelar Corregido
K2-229 c,K2-229,1,2,Transit,2018,8.32727,0.076900,2.03,21.30000,0.000000,750,G9,5315.00,0.79,0.87,-0.09
K2-230 b,K2-230,1,1,Transit,2018,2.86041,0.040900,1.96,4.50000,,1529,,5945.00,1.39,1.11,0.1
K2-231 b,K2-231,1,1,Transit,2018,13.841901,,2.5,6.80000,,,,5695.00,0.95,1.01,0.14
K2-232 b,K2-232,1,1,Transit,2018,11.168454,0.103560,11209,126.49634,0.258000,1030,,6154.00,1.16,1.19,0.1
K2-233 b,K2-233,1,3,Transit,2018,2.4675,0.033080,1343,11.26000,0.079000,1121,K3,5033.00,0.71,0.79,-0.09
K2-233 c,K2-233,1,3,Transit,2018,7.06005,0.066660,1281,12.81000,0.200200,790,K3,5033.00,0.71,0.79,-0.09
K2-233 d,K2-233,1,3,Transit,2018,24.3645,0.152240,2358,21.14000,0.199900,523,K3,5033.00,0.71,0.79,-0.09
K2-237 b,K2-237,1,1,Transit,2018,2.18053332,0.035520,16062,434.15360,0.030000,1759,,6257.00,1.26,1.28,337
K2-238 b,K2-238,1,1,Transit,2018,3.20466,0.046000,14572,273.33380,0.000000,1587,G2 V,5630.00,1.59,1.19,0.34
K2-239 b,K2-239,1,3,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!
K2-239 c,K2-239,1,3,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!
K2-239 d,K2-239,1,3,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!
K2-24 b,K2-24,1,2,Transit,2016,20.88977,0.154000,5.4,19.00000,0.060000,709,G9 V,5625.00,1.16,1.07,0.34
K2-24 c,K2-24,1,2,Transit,2016,42.3391,0.247000,7.5,15.40000,0.070000,560,G9 V,5625.00,1.16,1.07,0.34
K2-240 b,K2-240,1,2,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!
K2-240 c,K2-240,1,2,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacuteez Alonso et al. 2018</a>,#¡VALOR!
K2-241 b,K2-241,1,1,Transit,2018,26.8199,0.156700,2.55,7.04000,,507,,5262.00,0.75,0.71,-0.44
K2-242 b,K2-242,1,1,Transit,2018,6.51389,0.049400,2.54,6.99000,,416,,3459.00,0.37,0.38,-0.01
K2-243 b,K2-243,1,2,Transit,2018,11.54182,0.108700,2.17,5.35000,,1035,,6570.00,1.39,1.29,-0.03
K2-243 c,K2-243,1,2,Transit,2018,24.94598,0.181700,2.01,4.70000,,801,,6570.00,1.39,1.29,-0.03
K2-244 b,K2-244,1,1,Transit,2018,21.06884,0.141800,1.75,3.71000,,638,,5677.00,0.92,0.86,-0.29
K2-245 b,K2-245,1,1,Transit,2018,11.89307,0.095900,4.34,17.40000,,923,,5793.00,1.25,0.83,-0.45
K2-246 b,K2-246,1,1,Transit,2018,5.76918,0.060200,3.49,12.00000,,977,,5610.00,0.94,0.87,-0.19
K2-247 b,K2-247,1,2,Transit,2018,2.25021,0.030400,2.12,5.14000,,979,,4667.00,0.69,0.74,-0.08
K2-247 c,K2-247,1,2,Transit,2018,6.49424,0.061500,2.19,5.43000,,688,,4667.00,0.69,0.74,-0.08
K2-248 b,K2-248,1,1,Transit,2018,7.17256,0.069900,2.57,7.13000,,886,,5528.00,0.92,0.88,-0.1
K2-249 b,K2-249,1,1,Transit,2018,12.409,0.115100,2.79,8.20000,,1061,,6504.00,1.57,1.32,0.04
K2-25 b,K2-25,1,1,Transit,2015,3.48456408,0.028700,3.44,24.50000,0.428000,494,M4.5 V,3207.00,0.29,0.26,0.15
K2-250 b,K2-250,1,1,Transit,2018,4.01392,0.046060,2713,7.81000,0.210000,1003,,5172.00,0.81,0.80,-0.02
K2-251 b,K2-251,1,1,Transit,2018,9.30075,0.069400,2.35,6.12000,,437,,3717.00,0.49,0.52,-0.04
K2-252 b,K2-252,1,1,Transit,2018,13.81513,0.104100,1.74,3.68000,,639,,5152.00,0.82,0.79,-0.09
K2-253 b,K2-253,1,1,Transit,2018,4.00167,0.050600,12.67,,,1238,,6027.00,1.10,1.08,0
K2-254 b,K2-254,1,2,Transit,2018,4.09639,0.044800,1.63,3.29000,,791,,4629.00,0.67,0.71,-0.14
K2-254 c,K2-254,1,2,Transit,2018,12.11839,0.092300,2.19,5.43000,,551,,4629.00,0.67,0.71,-0.14
K2-255 b,K2-255,1,1,Transit,2018,1.96417,0.027400,2.9,8.75000,,1034,,4676.00,0.69,0.71,-0.14
K2-257 b,K2-257,1,1,Transit,2018,1.60588,0.021600,0.83,0.49800,,789,,3725.00,0.50,0.52,-0.03
K2-258 b,K2-258,1,1,Transit,2018,19.0921,0.149000,3,9.27000,,831,,6351.00,1.31,1.21,0.01
K2-259 b,K2-259,1,1,Transit,2018,15.48043,0.127100,2.32,5.99000,,795,,6059.00,1.13,1.14,0.16
K2-26 b,K2-26,1,1,Transit,2016,14.5665,0.096200,2.67,7.61000,,430,M1.0 V,3785.00,0.52,0.56,-0.13
K2-260 b,K2-260,1,1,Transit,2018,2.62669762,0.043920,18416,546.66486,0.053000,2090,,6475.00,1.69,1.39,334
K2-261 b,K2-261,1,1,Transit,2018,11.6334681,0.108600,9.27,68.96876,0.274000,1036,,5537.00,1.67,1.10,372
K2-263 b,K2-263,1,1,Transit,2018,50.818947,0.257300,2.41,14.90000,0.150000,470,G9 V,5368.00,0.85,0.88,-0.08
K2-264 b,K2-264,1,2,Transit,2018,5.840002,0.050230,2231,5.61000,0.500000,496,M2.5 V,3660.00,0.47,0.50,-13
K2-264 c,K2-264,1,2,Transit,2018,19.660302,0.112830,2668,7.60000,0.450000,331,M2.5 V,3660.00,0.47,0.50,-13
K2-265 b,K2-265,2,1,Transit,2018,2.36902,0.033590,1708,7.34184,0.160000,1366,,5481.00,0.92,0.92,33
K2-266 b,K2-266,2,4,Transit,2018,0.658524,0.013060,3.3,11.26782,,1515,,4285.00,0.70,0.69,-0.12
K2-266 c,K2-266,2,4,Transit,2018,7.814,0.067900,705,0.29013,0.042000,664,,4285.00,0.70,0.69,-0.12
K2-266 d,K2-266,2,4,Transit,2018,14.697,0.103500,2.93,8.90000,0.047000,538,,4285.00,0.70,0.69,-0.12
K2-266 e,K2-266,2,4,Transit,2018,19.482,0.124900,2.73,14.30000,0.043000,490,,4285.00,0.70,0.69,-0.12
K2-268 b,K2-268,1,5,Transit,2018,2.151676,0.030800,1.5,2.86000,,1136,,5106.00,0.78,0.84,0.03
K2-268 c,K2-268,1,5,Transit,2018,9.327527,0.081900,2.69,7.70000,,696,,5106.00,0.78,0.84,0.03
K2-268 d,K2-268,1,5,Transit,2021,4.528598,,1.49,2.83000,,888,,5106.00,0.78,0.84,0.03
K2-268 e,K2-268,1,5,Transit,2021,6.131243,,1.33,2.33000,,801,,5106.00,0.78,0.84,0.03
K2-268 f,K2-268,1,5,Transit,2021,26.27057,,2.23,5.60000,,492,,5106.00,0.78,0.84,0.03
K2-269 b,K2-269,1,1,Transit,2018,4.144965,0.053100,1.57,3.09000,,1429,,6209.00,1.45,1.16,-0.08
K2-27 b,K2-27,3,1,Transit,2016,6.771315,0.067020,4.48,30.90000,0.251000,902,,5368.00,0.86,0.92,0.13
K2-270 b,K2-270,1,2,Transit,2018,1.543069,0.024700,1.38,2.48000,,1203,,4877.00,0.77,0.85,0.26
K2-270 c,K2-270,1,2,Transit,2018,4.400028,0.049700,2.95,9.01000,,848,,4877.00,0.77,0.85,0.26
K2-271 b,K2-271,1,1,Transit,2018,8.562421,0.077000,7.28,41.80000,,893,,5644.00,0.99,0.83,-0.3
K2-272 b,K2-272,1,1,Transit,2018,14.4536756,0.100700,3.13,9.96000,,747,,5397.00,0.83,0.86,-0.09
K2-273 b,K2-273,1,1,Transit,2018,11.7195663,0.072900,3.05,9.53000,,849,,5161.00,0.85,0.89,0.2
K2-274 b,K2-274,1,1,Transit,2018,14.1330314,0.096400,2.08,4.98000,,655,,5044.00,0.70,0.79,-0.16
K2-275 b,K2-275,1,2,Transit,2018,3.2809626,0.027700,2.34,6.08000,,1166,,4841.00,0.69,0.77,-0.06
K2-275 c,K2-275,1,2,Transit,2018,8.4388385,0.088100,2.21,5.52000,,653,,4841.00,0.69,0.77,-0.06
K2-276 b,K2-276,1,1,Transit,2018,18.718269,0.129100,3.77,13.70000,,583,,5139.00,0.85,0.82,0.07
K2-277 b,K2-277,1,1,Transit,2018,6.326768,0.066400,2186,5.42000,0.520000,1049,,5733.00,0.97,1.02,78
K2-278 b,K2-278,1,1,Transit,2018,3.334966,0.048800,2.98,9.17000,,1711,,6747.00,1.61,1.40,0
K2-279 b,K2-279,1,1,Transit,2018,7.122605,0.067000,1.21,1.92000,,879,,5558.00,0.86,0.79,-0.37
K2-28 b,K2-28,1,1,Transit,2016,2.260455,0.021400,2.32,5.99000,0.000000,568,M4,3214.00,0.29,0.26,0.26
K2-280 b,K2-280,1,1,Transit,2018,19.89526,0.146100,7.5,37.10000,0.350000,787,,5500.00,1.28,1.03,0.33
K2-281 b,K2-281,1,1,Transit,2018,8.687721,0.077300,8.18,50.90000,,665,,4812.00,0.76,0.82,0.22
K2-282 b,K2-282,1,2,Transit,2018,4.169783,0.049900,2.5,6.80000,,1057,,5499.00,1.00,0.95,-0.23
K2-283 b,K2-283,1,1,Transit,2018,1.921036,0.029100,3.52,12.20000,,1186,,5060.00,0.82,0.89,0.28
K2-284 b,K2-284,1,1,Transit,2018,4.795069,0.047710,2.78,8.15000,0.078000,653,,4140.00,0.61,0.63,0
K2-285 b,K2-285,1,4,Transit,2018,3.471745,0.038170,2.59,9.68000,0.000000,1089,K2 V,4975.00,0.79,0.83,0
K2-285 c,K2-285,1,4,Transit,2018,7.138048,0.082400,3.53,15.68000,0.000000,741,K2 V,4975.00,0.79,0.83,0
K2-285 d,K2-285,1,4,Transit,2018,10.45582,0.117800,2.48,6.50000,0.000000,620,K2 V,4975.00,0.79,0.83,0
K2-285 e,K2-285,1,4,Transit,2018,14.76289,0.180410,1.95,10.70000,0.000000,501,K2 V,4975.00,0.79,0.83,0
K2-286 b,K2-286,1,1,Transit,2018,0.0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacuteez Alonso et al. 2019</a>,#¡VALOR!,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacuteez Alonso et al. 2019</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacuteez Alonso et al. 2019</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacuteez Alonso et al. 2019</a>,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacuteez Alonso et al. 2019</a>,#¡VALOR!
K2-287 b,K2-287,1,1,Transit,2018,0.0,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacuten et al. 2019</a>,#¡VALOR!,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacuten et al. 2019</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,#¡VALOR!
K2-288 B b,K2-288 B,2,1,Transit,2018,31.393463,0.164000,1.9,4.27000,,226,M3 V,3341.00,0.32,0.33,-0.21
K2-289 b,K2-289,1,1,Transit,2019,13.156969,0.107000,9.1,61.00000,,753,,5529.00,1.03,0.95,162
K2-29 b,K2-29,2,1,Transit,2016,3.2588321,0.042170,13339,232.01590,0.066000,1171,G7 V,5358.00,0.86,0.94,0.16
K2-290 b,K2-290,3,2,Transit,2019,9.21165,0.092300,3.06,10.90000,0.000000,1230,,6302.00,1.51,1.19,-0.06
K2-290 c,K2-290,3,2,Transit,2019,48.36685,0.305000,11276,246.00042,0.000000,676,,6302.00,1.51,1.19,-0.06
K2-291 b,K2-291,1,1,Transit,2019,2.225177,0.032610,1589,6.49000,0.000000,1203,,5520.00,0.90,0.93,0.08
K2-292 b,K2-292,1,1,Transit,2019,16.9841,0.130000,2.63,24.50000,0.040000,795,G3 V,5725.00,1.09,1.00,0.07
K2-293 b,K2-293,1,1,Transit,2019,13.1225,,2.45,6.57000,,750,,5532.00,0.95,0.96,218
K2-294 b,K2-294,1,1,Transit,2019,2.50387,,1.66,3.39000,,1425,,5612.00,1.20,0.99,194
K2-295 b,K2-295,1,1,Transit,2018,4.024867,0.045100,10054,106.47305,0.000000,852,K5 V,4444.00,0.70,0.74,0.14
K2-3 b,K2-3,1,3,Transit,2015,10.0546535,0.074700,2078,5.11000,0.107000,501,M V,3951.00,0.55,0.53,-157
K2-3 c,K2-3,1,3,Transit,2015,24.646729,0.135700,1582,2.68000,0.048000,372,M V,3951.00,0.55,0.53,-157
K2-3 d,K2-3,1,3,Transit,2015,44.55603,0.201400,1458,2.20000,0.091000,305,M V,3951.00,0.55,0.53,-157
K2-30 b,K2-30,1,1,Transit,2016,4.098503,0.048390,11646,184.02357,0.000000,1092,G6 V,5581.00,0.84,0.92,-0.15
K2-308 b,K2-308,1,1,Transit,2019,3.38628,,9916,70.60000,,1214,,6100.00,1.24,1.09,-0.1
K2-31 b,K2-31,2,1,Transit,2016,1.25785,0.022000,11882,563.83042,0.000000,,G7 V,5280.00,0.78,0.91,0.08
K2-312 c,HD 80653,1,2,Radial Velocity,2023,921.2,1.961000,12.8,1719.45168,0.853000,,G2,5959.00,1.22,1.18,255
K2-315 b,K2-315,1,1,Transit,2020,3.1443189,,0.95,0.80900,,460,M(3.5+/-0.5) V,3300.00,0.20,0.17,-0.24
K2-316 b,K2-316,1,2,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
K2-316 c,K2-316,1,2,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
K2-317 b,K2-317,1,1,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
K2-318 b,K2-318,1,1,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
K2-319 b,K2-319,1,1,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
K2-32 b,K2-32,2,4,Transit,2016,8.992,0.079500,5299,15.00000,0.030000,837,G9 V,5271.00,0.86,0.83,-0.06
K2-32 c,K2-32,2,4,Transit,2016,20.66093,0.138430,3134,8.10000,0.049000,634,G9 V,5271.00,0.86,0.83,-0.06
K2-32 d,K2-32,2,4,Transit,2016,31.71701,0.184220,3484,6.70000,0.050000,550,G9 V,5271.00,0.86,0.83,-0.06
K2-32 e,K2-32,2,4,Transit,2019,4.34934,0.048990,1212,2.10000,0.043000,1066,G9 V,5271.00,0.86,0.83,-0.06
K2-320 b,K2-320,1,1,Transit,2020,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacutelez et al. 2020</a>,#¡VALOR!
